Season,TeamA,TeamB,Round
1999,1393,1329,1
1999,1359,1385,1
1999,1108,1390,1
1999,1314,1451,1
1999,1348,1150,1
1999,1206,1153,1
1999,1197,1181,1
1999,1191,1242,1
1999,1308,1246,1
1999,1248,1274,1
1999,1449,1275,1
1999,1291,1277,1
1999,1437,1279,1
1999,1458,1283,1
1999,1112,1328,1
1999,1400,1345,1
1999,1245,1396,1
1999,1174,1397,1
1999,1158,1409,1
1999,1117,1428,1
1999,1329,1120,2
1999,1307,1163,2
1999,1451,1196,2
1999,1390,1211,2
1999,1116,1234,2
1999,1166,1268,2
1999,1178,1326,2
1999,1231,1385,2
1999,1409,1181,2
1999,1242,1246,2
1999,1428,1275,2
1999,1279,1277,2
1999,1397,1283,2
1999,1150,1328,2
1999,1274,1345,2
1999,1153,1396,2
1999,1234,1163,3
1999,1196,1211,3
1999,1120,1326,3
1999,1268,1385,3
1999,1283,1181,3
1999,1275,1246,3
1999,1328,1277,3
1999,1345,1396,3
1999,1211,1163,4
1999,1385,1326,4
1999,1396,1181,4
1999,1246,1277,4
1999,1326,1163,5
1999,1277,1181,5
1999,1181,1163,6
2000,1238,1112,1
2000,1166,1120,1
2000,1257,1211,1
2000,1148,1235,1
2000,1382,1246,1
2000,1369,1261,1
2000,1233,1268,1
2000,1434,1277,1
2000,1457,1328,1
2000,1173,1345,1
2000,1319,1385,1
2000,1359,1393,1
2000,1232,1400,1
2000,1123,1417,1
2000,1387,1428,1
2000,1201,1458,1
2000,1423,1153,1
2000,1429,1163,1
2000,1249,1181,1
2000,1139,1196,1
2000,1335,1228,1
2000,1177,1242,1
2000,1116,1274,1
2000,1281,1314,1
2000,1111,1326,1
2000,1220,1329,1
2000,1231,1337,1
2000,1332,1371,1
2000,1354,1390,1
2000,1248,1396,1
2000,1418,1397,1
2000,1424,1409,1
2000,1385,1211,2
2000,1120,1235,2
2000,1400,1261,2
2000,1428,1277,2
2000,1328,1345,2
2000,1246,1393,2
2000,1268,1417,2
2000,1112,1458,2
2000,1242,1181,2
2000,1228,1196,2
2000,1326,1274,2
2000,1390,1314,2
2000,1337,1329,2
2000,1396,1371,2
2000,1163,1397,2
2000,1153,1409,2
2000,1417,1235,3
2000,1393,1277,3
2000,1211,1345,3
2000,1261,1458,3
2000,1181,1196,3
2000,1397,1314,3
2000,1371,1329,3
2000,1274,1409,3
2000,1235,1277,4
2000,1345,1458,4
2000,1329,1196,4
2000,1409,1314,4
2000,1314,1196,5
2000,1458,1277,5
2000,1196,1277,6
2001,1457,1322,0
2001,1381,1130,1
2001,1140,1153,1
2001,1284,1181,1
2001,1116,1207,1
2001,1458,1209,1
2001,1235,1214,1
2001,1166,1234,1
2001,1231,1245,1
2001,1221,1246,1
2001,1206,1268,1
2001,1208,1281,1
2001,1210,1386,1
2001,1422,1390,1
2001,1220,1417,1
2001,1329,1425,1
2001,1326,1429,1
2001,1183,1112,1
2001,1448,1139,1
2001,1397,1150,1
2001,1443,1196,1
2001,1143,1201,1
2001,1438,1211,1
2001,1322,1228,1
2001,1328,1232,1
2001,1169,1242,1
2001,1106,1277,1
2001,1233,1279,1
2001,1343,1314,1
2001,1462,1323,1
2001,1344,1336,1
2001,1218,1393,1
2001,1400,1396,1
2001,1245,1153,2
2001,1281,1181,2
2001,1214,1207,2
2001,1234,1246,2
2001,1209,1268,2
2001,1386,1390,2
2001,1429,1417,2
2001,1130,1425,2
2001,1139,1112,2
2001,1232,1211,2
2001,1150,1228,2
2001,1393,1242,2
2001,1201,1277,2
2001,1323,1279,2
2001,1314,1336,2
2001,1196,1396,2
2001,1417,1181,3
2001,1207,1268,3
2001,1153,1390,3
2001,1246,1425,3
2001,1279,1112,3
2001,1242,1228,3
2001,1211,1277,3
2001,1336,1396,3
2001,1425,1181,4
2001,1390,1268,4
2001,1228,1112,4
2001,1396,1277,4
2001,1277,1112,5
2001,1268,1181,5
2001,1112,1181,6
2002,1108,1373,0
2002,1194,1104,1
2002,1364,1112,1
2002,1457,1181,1
2002,1428,1231,1
2002,1221,1242,1
2002,1329,1245,1
2002,1434,1246,1
2002,1274,1281,1
2002,1150,1323,1
2002,1172,1326,1
2002,1285,1332,1
2002,1443,1390,1
2002,1266,1409,1
2002,1425,1423,1
2002,1337,1448,1
2002,1211,1461,1
2002,1335,1143,1
2002,1131,1153,1
2002,1214,1163,1
2002,1196,1166,1
2002,1293,1208,1
2002,1361,1228,1
2002,1373,1268,1
2002,1270,1280,1
2002,1277,1301,1
2002,1227,1328,1
2002,1148,1338,1
2002,1403,1356,1
2002,1130,1400,1
2002,1279,1417,1
2002,1385,1458,1
2002,1218,1462,1
2002,1461,1112,2
2002,1323,1181,2
2002,1423,1231,2
2002,1390,1242,2
2002,1104,1245,2
2002,1409,1246,2
2002,1326,1281,2
2002,1448,1332,2
2002,1301,1163,2
2002,1166,1228,2
2002,1458,1268,2
2002,1462,1328,2
2002,1143,1338,2
2002,1208,1356,2
2002,1280,1400,2
2002,1153,1417,2
2002,1181,1231,3
2002,1338,1245,3
2002,1417,1281,3
2002,1112,1328,3
2002,1356,1163,3
2002,1228,1242,3
2002,1246,1268,3
2002,1400,1332,3
2002,1245,1231,4
2002,1281,1328,4
2002,1332,1242,4
2002,1163,1268,4
2002,1328,1231,5
2002,1242,1268,5
2002,1231,1268,6
2003,1411,1421,0
2003,1436,1112,1
2003,1272,1113,1
2003,1166,1141,1
2003,1301,1143,1
2003,1140,1163,1
2003,1161,1181,1
2003,1153,1211,1
2003,1443,1228,1
2003,1429,1242,1
2003,1221,1266,1
2003,1356,1281,1
2003,1454,1323,1
2003,1354,1328,1
2003,1360,1390,1
2003,1173,1409,1
2003,1451,1458,1
2003,1386,1120,1
2003,1280,1139,1
2003,1358,1196,1
2003,1104,1231,1
2003,1237,1246,1
2003,1122,1257,1
2003,1423,1268,1
2003,1160,1277,1
2003,1335,1329,1
2003,1447,1338,1
2003,1261,1345,1
2003,1264,1393,1
2003,1421,1400,1
2003,1332,1428,1
2003,1190,1448,1
2003,1407,1462,1
2003,1211,1112,2
2003,1390,1163,2
2003,1141,1181,2
2003,1113,1242,2
2003,1281,1266,2
2003,1228,1323,2
2003,1143,1328,2
2003,1409,1458,2
2003,1448,1120,2
2003,1257,1139,2
2003,1428,1246,2
2003,1462,1268,2
2003,1196,1277,2
2003,1231,1338,2
2003,1329,1393,2
2003,1345,1400,2
2003,1323,1112,3
2003,1181,1242,3
2003,1458,1246,3
2003,1338,1266,3
2003,1268,1277,3
2003,1139,1328,3
2003,1120,1393,3
2003,1163,1400,3
2003,1112,1242,4
2003,1246,1266,4
2003,1328,1393,4
2003,1277,1400,4
2003,1266,1242,5
2003,1400,1393,5
2003,1242,1393,6
2004,1250,1197,0
2004,1356,1104,1
2004,1436,1163,1
2004,1173,1177,1
2004,1106,1181,1
2004,1434,1211,1
2004,1196,1264,1
2004,1431,1268,1
2004,1277,1305,1
2004,1102,1314,1
2004,1112,1371,1
2004,1251,1386,1
2004,1427,1390,1
2004,1140,1393,1
2004,1343,1400,1
2004,1150,1403,1
2004,1433,1448,1
2004,1428,1130,1
2004,1190,1153,1
2004,1320,1210,1
2004,1293,1228,1
2004,1227,1242,1
2004,1197,1246,1
2004,1376,1272,1
2004,1284,1280,1
2004,1418,1301,1
2004,1186,1329,1
2004,1344,1334,1
2004,1416,1338,1
2004,1449,1412,1
2004,1444,1435,1
2004,1350,1458,1
2004,1257,1462,1
2004,1390,1104,2
2004,1177,1163,2
2004,1371,1181,2
2004,1211,1305,2
2004,1403,1386,2
2004,1268,1393,2
2004,1314,1400,2
2004,1264,1448,2
2004,1130,1210,2
2004,1153,1228,2
2004,1334,1242,2
2004,1272,1329,2
2004,1458,1338,2
2004,1246,1412,2
2004,1301,1435,2
2004,1280,1462,2
2004,1393,1104,3
2004,1435,1163,3
2004,1338,1329,3
2004,1448,1386,3
2004,1228,1181,3
2004,1305,1210,3
2004,1412,1242,3
2004,1400,1462,3
2004,1104,1163,4
2004,1386,1329,4
2004,1462,1181,4
2004,1242,1210,4
2004,1181,1163,5
2004,1329,1210,5
2004,1210,1163,6
2005,1105,1324,0
2005,1429,1112,1
2005,1335,1130,1
2005,1234,1153,1
2005,1457,1211,1
2005,1192,1228,1
2005,1184,1246,1
2005,1400,1305,1
2005,1310,1328,1
2005,1338,1334,1
2005,1417,1403,1
2005,1261,1412,1
2005,1431,1428,1
2005,1151,1448,1
2005,1285,1449,1
2005,1166,1452,1
2005,1104,1454,1
2005,1242,1137,1
2005,1416,1163,1
2005,1175,1181,1
2005,1325,1196,1
2005,1203,1210,1
2005,1278,1235,1
2005,1418,1257,1
2005,1330,1277,1
2005,1390,1280,1
2005,1150,1301,1
2005,1324,1314,1
2005,1368,1329,1
2005,1388,1356,1
2005,1393,1436,1
2005,1307,1437,1
2005,1320,1458,1
2005,1412,1112,2
2005,1305,1228,2
2005,1153,1246,2
2005,1211,1403,2
2005,1328,1428,2
2005,1334,1449,2
2005,1448,1452,2
2005,1130,1454,2
2005,1280,1181,2
2005,1210,1257,2
2005,1436,1277,2
2005,1163,1301,2
2005,1235,1314,2
2005,1356,1329,2
2005,1196,1437,2
2005,1137,1458,2
2005,1329,1112,3
2005,1454,1228,3
2005,1449,1257,3
2005,1403,1452,3
2005,1428,1246,3
2005,1181,1277,3
2005,1437,1314,3
2005,1301,1458,3
2005,1112,1228,4
2005,1452,1257,4
2005,1246,1277,4
2005,1458,1314,4
2005,1257,1228,5
2005,1277,1314,5
2005,1228,1314,6
2006,1214,1284,0
2006,1266,1104,1
2006,1334,1130,1
2006,1380,1181,1
2006,1375,1196,1
2006,1423,1203,1
2006,1462,1211,1
2006,1102,1228,1
2006,1361,1231,1
2006,1233,1261,1
2006,1305,1285,1
2006,1457,1397,1
2006,1393,1401,1
2006,1125,1417,1
2006,1429,1449,1
2006,1328,1454,1
2006,1371,1455,1
2006,1458,1112,1
2006,1242,1133,1
2006,1116,1137,1
2006,1107,1163,1
2006,1277,1206,1
2006,1320,1207,1
2006,1412,1246,1
2006,1331,1272,1
2006,1143,1301,1
2006,1293,1314,1
2006,1234,1322,1
2006,1172,1326,1
2006,1245,1338,1
2006,1335,1400,1
2006,1284,1437,1
2006,1356,1452,1
2006,1285,1130,2
2006,1203,1181,2
2006,1454,1196,2
2006,1231,1211,2
2006,1401,1261,2
2006,1104,1417,2
2006,1228,1449,2
2006,1397,1455,2
2006,1338,1133,2
2006,1246,1163,2
2006,1314,1206,2
2006,1326,1207,2
2006,1137,1272,2
2006,1301,1400,2
2006,1112,1437,2
2006,1322,1452,2
2006,1181,1261,3
2006,1133,1272,3
2006,1452,1400,3
2006,1211,1417,3
2006,1449,1163,3
2006,1207,1196,3
2006,1455,1206,3
2006,1130,1437,3
2006,1400,1261,4
2006,1272,1417,4
2006,1437,1196,4
2006,1163,1206,4
2006,1206,1196,5
2006,1261,1417,5
2006,1417,1196,6
2007,1197,1310,0
2007,1403,1130,1
2007,1330,1139,1
2007,1125,1207,1
2007,1211,1231,1
2007,1390,1257,1
2007,1172,1268,1
2007,1266,1277,1
2007,1184,1314,1
2007,1148,1326,1
2007,1460,1338,1
2007,1335,1401,1
2007,1451,1417,1
2007,1181,1433,1
2007,1203,1435,1
2007,1331,1450,1
2007,1140,1462,1
2007,1238,1196,1
2007,1310,1242,1
2007,1437,1246,1
2007,1317,1272,1
2007,1166,1305,1
2007,1275,1332,1
2007,1112,1345,1
2007,1221,1356,1
2007,1253,1397,1
2007,1308,1400,1
2007,1210,1424,1
2007,1116,1425,1
2007,1107,1438,1
2007,1228,1439,1
2007,1323,1457,1
2007,1394,1458,1
2007,1268,1139,2
2007,1130,1207,2
2007,1277,1314,2
2007,1462,1326,2
2007,1433,1338,2
2007,1257,1401,2
2007,1231,1417,2
2007,1450,1435,2
2007,1345,1196,2
2007,1246,1242,2
2007,1305,1272,2
2007,1457,1332,2
2007,1439,1356,2
2007,1438,1397,2
2007,1458,1424,2
2007,1400,1425,2
2007,1356,1242,3
2007,1401,1272,3
2007,1397,1326,3
2007,1338,1417,3
2007,1139,1196,3
2007,1435,1207,3
2007,1425,1314,3
2007,1424,1332,3
2007,1272,1326,4
2007,1242,1417,4
2007,1332,1196,4
2007,1314,1207,4
2007,1417,1196,5
2007,1207,1326,5
2007,1326,1196,6
2008,1164,1291,0
2008,1125,1181,1
2008,1340,1242,1
2008,1425,1243,1
2008,1246,1266,1
2008,1396,1277,1
2008,1206,1323,1
2008,1331,1338,1
2008,1124,1345,1
2008,1165,1390,1
2008,1140,1401,1
2008,1290,1417,1
2008,1245,1424,1
2008,1457,1450,1
2008,1112,1452,1
2008,1168,1458,1
2008,1208,1462,1
2008,1231,1116,1
2008,1375,1139,1
2008,1211,1172,1
2008,1420,1207,1
2008,1129,1257,1
2008,1426,1272,1
2008,1388,1274,1
2008,1332,1280,1
2008,1291,1314,1
2008,1386,1328,1
2008,1163,1360,1
2008,1435,1373,1
2008,1110,1397,1
2008,1122,1400,1
2008,1155,1437,1
2008,1179,1443,1
2008,1424,1242,2
2008,1338,1277,2
2008,1266,1390,2
2008,1401,1417,2
2008,1323,1450,2
2008,1181,1452,2
2008,1243,1458,2
2008,1345,1462,2
2008,1207,1172,2
2008,1328,1257,2
2008,1280,1272,2
2008,1116,1314,2
2008,1139,1397,2
2008,1274,1400,2
2008,1373,1437,2
2008,1360,1443,2
2008,1397,1257,3
2008,1450,1314,3
2008,1443,1417,3
2008,1452,1462,3
2008,1458,1172,3
2008,1437,1242,3
2008,1277,1272,3
2008,1390,1400,3
2008,1257,1314,4
2008,1462,1417,4
2008,1172,1242,4
2008,1400,1272,4
2008,1314,1242,5
2008,1417,1272,5
2008,1272,1242,6
2009,1106,1287,0
2009,1151,1163,1
2009,1127,1181,1
2009,1103,1211,1
2009,1139,1261,1
2009,1143,1268,1
2009,1169,1272,1
2009,1155,1276,1
2009,1347,1314,1
2009,1288,1328,1
2009,1320,1345,1
2009,1278,1400,1
2009,1140,1401,1
2009,1433,1417,1
2009,1110,1437,1
2009,1228,1443,1
2009,1280,1449,1
2009,1428,1112,1
2009,1396,1113,1
2009,1448,1156,1
2009,1452,1173,1
2009,1295,1242,1
2009,1287,1257,1
2009,1429,1266,1
2009,1352,1277,1
2009,1165,1281,1
2009,1397,1329,1
2009,1190,1338,1
2009,1326,1373,1
2009,1372,1393,1
2009,1130,1425,1
2009,1199,1458,1
2009,1340,1462,1
2009,1401,1163,2
2009,1400,1181,2
2009,1443,1211,2
2009,1268,1272,2
2009,1261,1314,2
2009,1276,1328,2
2009,1449,1345,2
2009,1417,1437,2
2009,1156,1112,2
2009,1173,1242,2
2009,1373,1257,2
2009,1425,1277,2
2009,1266,1281,2
2009,1329,1338,2
2009,1113,1393,2
2009,1458,1462,2
2009,1345,1163,3
2009,1272,1281,3
2009,1462,1338,3
2009,1181,1437,3
2009,1112,1257,3
2009,1242,1277,3
2009,1211,1314,3
2009,1393,1328,3
2009,1281,1163,4
2009,1338,1437,4
2009,1257,1277,4
2009,1328,1314,4
2009,1163,1277,5
2009,1437,1314,5
2009,1277,1314,6
2010,1457,1115,0
2010,1358,1124,1
2010,1431,1139,1
2010,1196,1140,1
2010,1250,1242,1
2010,1317,1243,1
2010,1190,1246,1
2010,1435,1293,1
2010,1285,1307,1
2010,1424,1320,1
2010,1207,1325,1
2010,1323,1330,1
2010,1350,1388,1
2010,1361,1397,1
2010,1352,1437,1
2010,1400,1448,1
2010,1266,1449,1
2010,1257,1143,1
2010,1396,1165,1
2010,1115,1181,1
2010,1329,1210,1
2010,1199,1211,1
2010,1222,1268,1
2010,1308,1277,1
2010,1155,1281,1
2010,1364,1326,1
2010,1324,1338,1
2010,1373,1345,1
2010,1436,1393,1
2010,1429,1401,1
2010,1288,1452,1
2010,1459,1458,1
2010,1278,1462,1
2010,1330,1124,2
2010,1293,1139,2
2010,1140,1243,2
2010,1448,1246,2
2010,1242,1320,2
2010,1437,1388,2
2010,1325,1397,2
2010,1307,1449,2
2010,1458,1165,2
2010,1143,1181,2
2010,1268,1277,2
2010,1210,1326,2
2010,1401,1345,2
2010,1211,1393,2
2010,1281,1452,2
2010,1338,1462,2
2010,1393,1139,3
2010,1462,1243,3
2010,1165,1246,3
2010,1449,1452,3
2010,1388,1124,3
2010,1345,1181,3
2010,1320,1277,3
2010,1326,1397,3
2010,1243,1139,4
2010,1246,1452,4
2010,1124,1181,4
2010,1397,1277,4
2010,1277,1139,5
2010,1452,1181,5
2010,1139,1181,6
2011,1412,1155,0
2011,1114,1421,0
2011,1106,1427,0
2011,1425,1433,0
2011,1330,1139,1
2011,1459,1140,1
2011,1281,1153,1
2011,1137,1163,1
2011,1364,1196,1
2011,1385,1211,1
2011,1429,1243,1
2011,1343,1246,1
2011,1257,1287,1
2011,1421,1338,1
2011,1435,1350,1
2011,1294,1361,1
2011,1336,1396,1
2011,1277,1417,1
2011,1155,1452,1
2011,1125,1458,1
2011,1272,1112,1
2011,1214,1181,1
2011,1401,1199,1
2011,1437,1206,1
2011,1424,1228,1
2011,1131,1242,1
2011,1462,1266,1
2011,1397,1276,1
2011,1254,1314,1
2011,1103,1323,1
2011,1427,1326,1
2011,1389,1345,1
2011,1232,1393,1
2011,1324,1400,1
2011,1207,1433,1
2011,1208,1449,1
2011,1338,1139,2
2011,1211,1140,2
2011,1153,1163,2
2011,1417,1196,2
2011,1452,1246,2
2011,1287,1350,2
2011,1396,1361,2
2011,1243,1458,2
2011,1400,1112,2
2011,1276,1181,2
2011,1323,1199,2
2011,1228,1242,2
2011,1393,1266,2
2011,1449,1314,2
2011,1206,1326,2
2011,1345,1433,2
2011,1181,1112,3
2011,1458,1139,3
2011,1361,1163,3
2011,1140,1196,3
2011,1350,1242,3
2011,1326,1246,3
2011,1266,1314,3
2011,1199,1433,3
2011,1196,1139,4
2011,1112,1163,4
2011,1314,1246,4
2011,1242,1433,4
2011,1433,1139,5
2011,1246,1163,5
2011,1139,1163,6
2012,1233,1140,0
2012,1290,1443,0
2012,1143,1378,0
2012,1249,1436,0
2012,1355,1124,1
2012,1424,1160,1
2012,1452,1211,1
2012,1308,1231,1
2012,1163,1235,1
2012,1379,1243,1
2012,1443,1246,1
2012,1172,1257,1
2012,1140,1266,1
2012,1161,1293,1
2012,1253,1307,1
2012,1259,1326,1
2012,1421,1393,1
2012,1455,1433,1
2012,1217,1435,1
2012,1285,1458,1
2012,1400,1153,1
2012,1104,1166,1
2012,1438,1196,1
2012,1382,1199,1
2012,1125,1207,1
2012,1178,1242,1
2012,1181,1250,1
2012,1254,1277,1
2012,1361,1301,1
2012,1281,1313,1
2012,1436,1314,1
2012,1276,1325,1
2012,1388,1345,1
2012,1396,1378,1
2012,1272,1387,1
2012,1323,1462,1
2012,1160,1124,2
2012,1433,1231,2
2012,1235,1246,2
2012,1307,1257,2
2012,1293,1266,2
2012,1211,1326,2
2012,1243,1393,2
2012,1435,1458,2
2012,1199,1153,2
2012,1313,1196,2
2012,1345,1242,2
2012,1387,1277,2
2012,1207,1301,2
2012,1166,1314,2
2012,1378,1325,2
2012,1250,1462,2
2012,1266,1196,3
2012,1277,1257,3
2012,1153,1326,3
2012,1458,1393,3
2012,1462,1124,3
2012,1301,1242,3
2012,1231,1246,3
2012,1325,1314,3
2012,1196,1257,4
2012,1393,1326,4
2012,1314,1242,4
2012,1124,1246,4
2012,1326,1242,5
2012,1257,1246,5
2012,1242,1246,6
2013,1251,1299,0
2013,1292,1388,0
2013,1254,1241,0
2013,1129,1247,0
2013,1125,1112,1
2013,1137,1139,1
2013,1424,1143,1
2013,1281,1161,1
2013,1380,1211,1
2013,1307,1217,1
2013,1299,1257,1
2013,1172,1266,1
2013,1388,1272,1
2013,1355,1276,1
2013,1434,1277,1
2013,1329,1332,1
2013,1308,1387,1
2013,1285,1393,1
2013,1103,1433,1
2013,1338,1455,1
2013,1153,1166,1
2013,1107,1181,1
2013,1207,1195,1
2013,1322,1196,1
2013,1160,1228,1
2013,1241,1231,1
2013,1323,1235,1
2013,1443,1242,1
2013,1243,1247,1
2013,1334,1274,1
2013,1417,1278,1
2013,1458,1279,1
2013,1437,1314,1
2013,1233,1326,1
2013,1328,1361,1
2013,1301,1396,1
2013,1217,1112,2
2013,1161,1257,2
2013,1139,1266,2
2013,1433,1276,2
2013,1272,1277,2
2013,1387,1332,2
2013,1143,1393,2
2013,1211,1455,2
2013,1166,1181,2
2013,1361,1195,2
2013,1278,1196,2
2013,1396,1231,2
2013,1314,1242,2
2013,1279,1247,2
2013,1228,1274,2
2013,1235,1326,2
2013,1274,1266,3
2013,1112,1326,3
2013,1231,1393,3
2013,1247,1455,3
2013,1277,1181,3
2013,1195,1196,3
2013,1332,1257,3
2013,1242,1276,3
2013,1266,1393,4
2013,1326,1455,4
2013,1181,1257,4
2013,1196,1276,4
2013,1455,1257,5
2013,1393,1276,5
2013,1276,1257,6
2014,1291,1107,0
2014,1462,1301,0
2014,1411,1142,0
2014,1234,1397,0
2014,1386,1163,1
2014,1326,1173,1
2014,1107,1196,1
2014,1153,1217,1
2014,1264,1257,1
2014,1459,1276,1
2014,1174,1277,1
2014,1328,1295,1
2014,1140,1332,1
2014,1160,1338,1
2014,1308,1361,1
2014,1301,1387,1
2014,1444,1393,1
2014,1113,1400,1
2014,1454,1437,1
2014,1110,1458,1
2014,1451,1112,1
2014,1304,1124,1
2014,1418,1166,1
2014,1329,1211,1
2014,1300,1235,1
2014,1184,1242,1
2014,1243,1246,1
2014,1203,1272,1
2014,1181,1273,1
2014,1344,1314,1
2014,1433,1372,1
2014,1307,1390,1
2014,1269,1397,1
2014,1409,1417,1
2014,1157,1438,1
2014,1142,1455,1
2014,1437,1163,2
2014,1393,1173,2
2014,1338,1196,2
2014,1387,1257,2
2014,1400,1276,2
2014,1217,1277,2
2014,1295,1361,2
2014,1332,1458,2
2014,1211,1112,2
2014,1166,1124,2
2014,1314,1235,2
2014,1455,1246,2
2014,1242,1390,2
2014,1273,1397,2
2014,1372,1417,2
2014,1272,1438,2
2014,1361,1112,3
2014,1390,1173,3
2014,1417,1196,3
2014,1124,1458,3
2014,1235,1163,3
2014,1257,1246,3
2014,1397,1276,3
2014,1438,1277,3
2014,1173,1196,4
2014,1112,1458,4
2014,1277,1163,4
2014,1276,1246,4
2014,1196,1163,5
2014,1458,1246,5
2014,1246,1163,6
2015,1264,1214,0
2015,1140,1279,0
2015,1129,1173,0
2015,1316,1352,0
2015,1411,1112,1
2015,1459,1116,1
2015,1400,1139,1
2015,1345,1153,1
2015,1186,1207,1
2015,1124,1209,1
2015,1214,1246,1
2015,1261,1301,1
2015,1217,1314,1
2015,1318,1323,1
2015,1433,1326,1
2015,1235,1412,1
2015,1374,1417,1
2015,1372,1428,1
2015,1248,1437,1
2015,1279,1462,1
2015,1344,1173,1
2015,1352,1181,1
2015,1295,1211,1
2015,1172,1234,1
2015,1308,1242,1
2015,1414,1257,1
2015,1434,1268,1
2015,1208,1277,1
2015,1461,1320,1
2015,1107,1328,1
2015,1329,1332,1
2015,1385,1361,1
2015,1125,1438,1
2015,1138,1452,1
2015,1231,1455,1
2015,1157,1458,1
2015,1326,1112,2
2015,1153,1246,2
2015,1437,1301,2
2015,1116,1314,2
2015,1139,1323,2
2015,1412,1417,2
2015,1207,1428,2
2015,1209,1462,2
2015,1361,1181,2
2015,1234,1211,2
2015,1320,1257,2
2015,1438,1277,2
2015,1173,1328,2
2015,1268,1452,2
2015,1242,1455,2
2015,1332,1458,2
2015,1462,1112,3
2015,1452,1246,3
2015,1455,1323,3
2015,1314,1458,3
2015,1428,1181,3
2015,1417,1211,3
2015,1301,1257,3
2015,1328,1277,3
2015,1323,1246,4
2015,1112,1458,4
2015,1211,1181,4
2015,1257,1277,4
2015,1277,1181,5
2015,1246,1458,5
2015,1458,1181,6
2016,1192,1195,0
2016,1435,1455,0
2016,1380,1221,0
2016,1409,1276,0
2016,1345,1114,1
2016,1403,1139,1
2016,1160,1163,1
2016,1423,1181,1
2016,1371,1211,1
2016,1151,1231,1
2016,1233,1235,1
2016,1122,1242,1
2016,1392,1246,1
2016,1138,1274,1
2016,1195,1314,1
2016,1425,1344,1
2016,1201,1428,1
2016,1214,1438,1
2016,1112,1455,1
2016,1124,1463,1
2016,1143,1218,1
2016,1396,1234,1
2016,1355,1268,1
2016,1277,1292,1
2016,1400,1320,1
2016,1276,1323,1
2016,1167,1328,1
2016,1221,1332,1
2016,1452,1372,1
2016,1153,1386,1
2016,1173,1393,1
2016,1453,1401,1
2016,1333,1433,1
2016,1421,1437,1
2016,1338,1458,1
2016,1451,1462,1
2016,1463,1181,2
2016,1428,1211,2
2016,1246,1231,2
2016,1114,1235,2
2016,1163,1242,2
2016,1455,1274,2
2016,1344,1314,2
2016,1139,1438,2
2016,1218,1268,2
2016,1372,1323,2
2016,1433,1328,2
2016,1386,1332,2
2016,1292,1393,2
2016,1320,1401,2
2016,1234,1437,2
2016,1462,1458,2
2016,1268,1242,3
2016,1401,1328,3
2016,1181,1332,3
2016,1274,1437,3
2016,1231,1314,3
2016,1458,1323,3
2016,1211,1393,3
2016,1235,1438,3
2016,1332,1328,4
2016,1242,1437,4
2016,1323,1314,4
2016,1438,1393,4
2016,1393,1314,5
2016,1328,1437,5
2016,1314,1437,6
2017,1448,1243,0
2017,1309,1291,0
2017,1300,1413,0
2017,1344,1425,0
2017,1315,1112,1
2017,1457,1139,1
2017,1190,1196,1
2017,1195,1199,1
2017,1355,1211,1
2017,1305,1235,1
2017,1278,1292,1
2017,1435,1321,1
2017,1343,1323,1
2017,1436,1345,1
2017,1433,1388,1
2017,1291,1437,1
2017,1423,1438,1
2017,1137,1452,1
2017,1439,1458,1
2017,1268,1462,1
2017,1371,1116,1
2017,1308,1124,1
2017,1243,1153,1
2017,1407,1181,1
2017,1413,1242,1
2017,1297,1246,1
2017,1240,1257,1
2017,1329,1276,1
2017,1274,1277,1
2017,1411,1314,1
2017,1233,1332,1
2017,1166,1348,1
2017,1266,1376,1
2017,1245,1417,1
2017,1374,1425,1
2017,1173,1455,1
2017,1388,1112,2
2017,1292,1139,2
2017,1438,1196,2
2017,1321,1211,2
2017,1235,1345,2
2017,1323,1452,2
2017,1437,1458,2
2017,1199,1462,2
2017,1425,1124,2
2017,1277,1242,2
2017,1455,1246,2
2017,1257,1276,2
2017,1116,1314,2
2017,1348,1332,2
2017,1181,1376,2
2017,1153,1417,2
2017,1452,1211,3
2017,1345,1242,3
2017,1276,1332,3
2017,1112,1462,3
2017,1458,1196,3
2017,1417,1246,3
2017,1139,1314,3
2017,1124,1376,3
2017,1462,1211,4
2017,1242,1332,4
2017,1246,1314,4
2017,1196,1376,4
2017,1376,1211,5
2017,1332,1314,5
2017,1211,1314,6
2018,1254,1347,0
2018,1417,1382,0
2018,1113,1393,0
2018,1300,1411,0
2018,1439,1104,1
2018,1112,1138,1
2018,1233,1181,1
2018,1382,1196,1
2018,1422,1211,1
2018,1361,1222,1
2018,1335,1242,1
2018,1172,1246,1
2018,1274,1260,1
2018,1285,1276,1
2018,1355,1326,1
2018,1328,1348,1
2018,1301,1371,1
2018,1460,1397,1
2018,1372,1403,1
2018,1347,1437,1
2018,1158,1120,1
2018,1116,1139,1
2018,1209,1153,1
2018,1308,1155,1
2018,1281,1199,1
2018,1166,1243,1
2018,1455,1267,1
2018,1137,1277,1
2018,1400,1305,1
2018,1252,1314,1
2018,1168,1345,1
2018,1395,1393,1
2018,1344,1401,1
2018,1438,1420,1
2018,1293,1452,1
2018,1411,1462,1
2018,1348,1181,2
2018,1326,1211,2
2018,1371,1242,2
2018,1138,1246,2
2018,1397,1260,2
2018,1222,1276,2
2018,1196,1403,2
2018,1104,1437,2
2018,1120,1155,2
2018,1462,1199,2
2018,1420,1243,2
2018,1153,1305,2
