Season,TeamID,G1,G2,G3,G4,G5
2001,1417,L,W,L,W,W
2001,1246,W,W,W,L,W
2001,1314,L,W,W,L,W
2001,1409,L,W,W,L,W
2001,3181,W,W,W,W,W
2001,3203,L,W,W,W,W
2001,3256,W,W,W,W,W
2001,3261,L,W,W,L,L
2001,3349,L,W,W,W,W
2001,3400,L,W,L,L,L
2001,3408,W,W,W,W,W
2001,3438,L,W,L,W,L
2001,1457,W,W,W,W,W
2001,1113,L,L,W,W,L
2001,3417,W,W,L,L,L
2001,3174,W,W,W,W,L
2001,3151,W,W,W,W,W
2001,3307,L,W,L,W,W
2001,3376,L,L,L,W,W
2001,3455,L,W,L,L,L
2001,3212,L,W,W,W,W
2001,3291,W,W,L,W,W
2001,3207,L,W,L,L,L
2001,3345,L,W,W,L,W
2001,3241,L,W,W,W,W
2001,3185,L,L,L,W,W
2001,3163,W,W,W,W,W
2001,3336,L,L,W,L,W
2001,3208,W,W,W,L,W
2001,3330,W,W,W,W,W
2001,1143,L,W,L,L,W
2001,1307,L,W,W,L,L
2001,1396,W,W,W,W,W
2001,1400,L,W,W,W,W
2001,1280,L,W,L,W,W
2001,1206,W,W,L,L,W
2001,1174,L,W,W,W,W
2001,1298,L,W,W,W,W
2001,1181,W,W,W,W,L
2001,1231,L,W,W,W,W
2001,1375,L,W,W,W,W
2001,1437,L,W,L,W,W
2001,1343,W,W,W,W,W
2001,1337,L,W,W,W,L
2001,1266,L,W,L,L,L
2001,1193,L,W,L,W,L
2001,1102,L,L,W,L,L
2001,1122,L,W,W,L,W
2001,1448,L,W,L,W,L
2001,1222,L,W,W,L,W
2001,1238,L,L,W,W,L
2001,1291,L,L,L,W,L
2001,1105,W,W,W,W,L
2001,1116,L,W,W,W,W
2001,1120,L,W,L,L,W
2001,1131,L,W,W,W,L
2001,1148,L,W,L,L,L
2001,1150,W,W,W,W,W
2001,1155,L,W,L,L,L
2001,1156,L,W,W,L,L
2001,1158,L,L,W,W,L
2001,1163,L,L,W,W,L
2001,1187,L,L,L,W,L
2001,1192,L,W,W,W,L
2001,1196,L,W,W,W,W
2001,1198,L,W,W,W,W
2001,1201,L,W,W,W,W
2001,1207,L,W,W,W,L
2001,1209,W,W,W,W,W
2001,1210,L,W,L,W,L
2001,1211,W,W,W,W,L
2001,1220,W,W,W,W,W
2001,1228,L,W,W,W,L
2001,1247,L,W,W,L,L
2001,1257,L,W,L,W,L
2001,1265,L,W,W,L,W
2001,1278,L,L,L,L,W
2001,1301,L,L,L,W,L
2001,1310,L,W,L,W,W
2001,1324,W,L,L,L,W
2001,1326,L,W,W,W,L
2001,1328,W,W,W,W,W
2001,1332,W,L,L,L,L
2001,1333,L,L,L,L,W
2001,1338,L,W,W,W,W
2001,1350,W,W,W,W,W
2001,1356,L,W,L,W,W
2001,1371,L,W,W,W,L
2001,1378,L,W,L,L,L
2001,1379,L,W,W,W,W
2001,1382,L,W,W,W,L
2001,1386,L,W,L,W,W
2001,1395,L,W,W,L,L
2001,1397,L,W,W,W,W
2001,1399,L,W,W,W,W
2001,1408,L,L,L,L,L
2001,1414,L,W,W,W,W
2001,1424,W,L,L,L,W
2001,1428,L,W,L,W,W
2001,1429,W,W,W,W,W
2001,1435,L,L,L,L,L
2001,1438,L,L,W,W,W
2001,1447,L,W,L,W,W
2001,1453,L,L,L,L,L
2001,1456,L,W,L,W,W
2001,3103,L,W,L,L,L
2001,3104,L,W,L,L,L
2001,3119,L,W,W,W,L
2001,3130,L,W,W,W,W
2001,3138,L,L,W,W,W
2001,3153,L,L,W,W,W
2001,3156,L,L,W,W,L
2001,3160,L,W,L,W,L
2001,3161,W,W,W,W,W
2001,3164,L,W,W,W,L
2001,3165,W,L,W,W,W
2001,3166,L,L,L,W,W
2001,3173,L,W,W,W,L
2001,3176,L,W,W,W,W
2001,3191,L,W,L,W,L
2001,3193,L,W,W,W,W
2001,3196,L,W,W,L,W
2001,3204,L,W,W,W,W
2001,3209,W,W,W,W,W
2001,3218,L,W,W,W,L
2001,3222,L,W,L,L,W
2001,3231,L,W,W,L,W
2001,3234,W,W,W,W,W
2001,3243,L,L,L,W,L
2001,3247,L,W,W,L,W
2001,3269,L,W,L,L,L
2001,3276,L,W,W,L,W
2001,3277,L,W,L,L,W
2001,3279,L,W,L,L,L
2001,3281,L,W,W,W,W
2001,3292,L,W,W,W,W
2001,3296,L,W,W,W,L
2001,3304,L,L,L,W,W
2001,3305,L,W,L,W,W
2001,3306,L,L,W,W,W
2001,3317,L,W,W,W,W
2001,3320,L,W,W,W,L
2001,3323,L,W,W,W,W
2001,3328,L,W,W,W,W
2001,3329,L,W,L,L,L
2001,3337,L,W,L,W,W
2001,3353,L,W,W,W,W
2001,3360,L,W,L,W,L
2001,3364,W,W,W,W,W
2001,3372,W,W,W,L,L
2001,3373,W,W,W,W,W
2001,3374,L,W,W,W,W
2001,3375,L,W,L,L,L
2001,3379,L,L,L,L,L
2001,3381,L,W,W,W,W
2001,3385,L,L,L,W,L
2001,3387,L,L,L,L,L
2001,3388,W,W,W,W,W
2001,3389,L,W,L,W,W
2001,3391,L,W,W,W,L
2001,3393,L,L,W,L,W
2001,3396,L,W,W,W,L
2001,3407,L,W,W,L,L
2001,3416,L,W,W,L,L
2001,3422,L,W,W,W,L
2001,3428,L,W,W,W,W
2001,3436,L,W,W,W,W
2001,3439,L,W,W,W,W
2001,3452,L,L,L,W,L
2001,3453,L,W,W,W,W
2001,1240,L,L,L,W,W
2001,1381,W,W,W,W,W
2001,1398,L,W,L,L,W
2001,1197,L,L,L,L,L
2001,1389,L,L,W,L,L
2001,1107,L,L,W,L,L
2001,1200,L,L,L,L,L
2001,1216,L,L,L,L,L
2001,1436,L,W,W,L,W
2001,1149,L,W,L,W,L
2001,1346,L,W,L,L,L
2001,1117,L,W,L,L,W
2001,1180,L,L,L,L,W
2001,1199,L,W,W,L,L
2001,1125,W,W,L,L,L
2001,1388,L,L,L,L,L
2001,1126,L,W,W,L,L
2001,1208,L,L,W,L,W
2001,1459,L,L,W,W,W
2001,1186,L,W,W,L,W
2001,1296,L,L,L,W,L
2001,1263,L,W,L,L,W
2001,1423,L,W,W,W,W
2001,1218,W,W,W,L,W
2001,1171,L,W,L,L,L
2001,1422,W,W,W,L,W
2001,1335,L,W,L,W,W
2001,1138,L,L,L,W,L
2001,1111,L,W,L,L,L
2001,1276,L,L,L,L,L
2001,1463,L,L,L,W,L
2001,1108,L,W,W,W,W
2001,1290,L,W,W,W,W
2001,1168,L,L,L,W,L
2001,1299,L,W,W,L,L
2001,1347,L,W,W,W,W
2001,1253,L,W,W,L,W
2001,1351,L,W,W,L,W
2001,1172,L,W,W,W,W
2001,1256,L,L,L,L,W
2001,1308,W,W,W,W,L
2001,1441,L,W,W,L,L
2001,1322,W,W,W,W,W
2001,1272,L,W,L,L,W
2001,1151,L,W,W,W,L
2001,1376,L,W,L,L,W
2001,1311,L,W,L,W,W
2001,1317,L,L,L,L,L
2001,1224,L,L,L,W,W
2001,1319,L,W,L,L,W
2001,1226,L,W,W,W,L
2001,1365,L,W,W,W,W
2001,1354,L,W,W,W,L
2001,1254,L,W,L,L,W
2001,1135,W,L,W,W,W
2001,1225,L,L,W,L,W
2001,1219,W,L,L,L,W
2001,3271,L,L,L,W,L
2001,3359,L,W,L,L,W
2001,3219,L,W,L,W,W
2001,3399,L,W,W,L,W
2001,3314,L,W,L,L,L
2001,3382,L,L,L,L,W
2001,3326,L,W,L,W,L
2001,3107,L,L,L,L,L
2001,3225,L,W,L,L,W
2001,3293,L,L,L,L,L
2001,3260,L,W,L,L,L
2001,3425,W,W,W,W,L
2001,3460,L,L,L,L,L
2001,3102,L,L,L,L,L
2001,3152,L,W,W,L,W
2001,3139,L,L,L,L,L
2001,3221,W,W,L,W,W
2001,3200,L,L,L,L,L
2001,3273,L,W,L,L,L
2001,3192,L,L,W,W,L
2001,3421,L,W,L,L,L
2001,3319,L,W,W,L,L
2001,3270,L,L,L,L,L
2001,3449,L,L,W,W,W
2001,3266,L,W,W,W,W
2001,3282,W,L,L,L,L
2001,3351,L,W,L,L,L
2001,3150,L,L,L,L,L
2001,3117,L,W,W,L,L
2001,3347,L,L,L,W,L
2001,3183,L,L,W,L,W
2001,3398,L,W,W,L,L
2001,3229,L,L,W,L,L
2001,3324,L,W,W,W,W
2001,3412,L,W,W,L,W
2001,3135,L,L,L,L,L
2001,3420,L,L,W,W,W
2001,3442,L,W,W,W,W
2001,3434,L,L,W,L,L
2001,3409,L,L,L,L,W
2001,3331,W,W,W,L,L
2001,3437,L,W,W,W,L
2001,3443,L,W,L,L,W
2001,3410,L,L,L,W,L
2001,3143,L,L,L,W,L
2001,3253,L,W,W,L,L
2001,3257,W,L,W,W,W
2001,3108,W,W,W,W,L
2001,3171,L,W,W,W,L
2001,3197,L,L,L,L,L
2001,3240,L,L,L,W,W
2001,3105,W,L,L,W,L
2001,3383,L,L,L,W,L
2001,3179,L,W,W,L,W
2001,3390,W,W,W,L,L
2001,3217,W,L,W,L,W
2001,3402,L,W,W,W,W
2001,3250,L,W,W,W,W
2001,3147,L,L,L,L,L
2001,3311,L,L,W,L,W
2001,3459,L,W,L,W,W
2001,3144,L,W,W,L,W
2001,3418,L,L,L,L,L
2001,3251,W,W,W,W,W
2001,3352,L,L,L,L,L
2001,3237,L,W,L,L,W
2001,1114,L,W,W,L,L
2001,1139,W,W,W,W,W
2001,1144,L,W,W,W,L
2001,1153,L,W,W,W,W
2001,1203,L,W,W,L,L
2001,1214,W,W,W,L,W
2001,1239,L,W,L,L,W
2001,1243,L,W,W,L,L
2001,1248,L,L,W,W,L
2001,1249,W,L,W,L,L
2001,1259,L,W,L,L,L
2001,1269,L,W,W,L,L
2001,1274,L,W,W,L,W
2001,1279,L,W,W,W,L
2001,1283,L,W,L,W,L
2001,1286,L,W,L,L,L
2001,1305,L,W,L,L,L
2001,1323,L,L,L,W,W
2001,1331,L,W,L,L,W
2001,1344,L,W,L,W,L
2001,1348,L,W,W,L,L
2001,1349,L,W,L,L,L
2001,1387,L,W,W,W,W
2001,1391,L,W,L,L,L
2001,1419,L,W,W,L,W
2001,1420,L,W,L,W,W
2001,1425,W,W,W,L,W
2001,1439,L,L,L,L,L
2001,1443,W,W,W,W,W
2001,1462,L,L,W,W,W
2001,1464,L,W,W,L,L
2001,3112,W,L,L,L,L
2001,3113,L,W,L,W,W
2001,3123,L,W,L,L,W
2001,3124,L,W,W,W,L
2001,3125,L,W,W,W,W
2001,3132,L,W,L,L,L
2001,3137,L,W,L,W,W
2001,3142,L,W,L,W,L
2001,3159,L,W,W,W,L
2001,3172,L,L,L,L,W
2001,3175,L,W,W,W,W
2001,3182,L,W,L,L,W
2001,3198,L,W,L,W,L
2001,3206,L,W,W,L,W
2001,3211,L,L,L,L,L
2001,3216,L,W,W,W,L
2001,3228,L,W,W,L,W
2001,3242,L,W,W,L,L
2001,3264,L,L,L,W,W
2001,3268,L,W,L,W,L
2001,3272,L,W,W,W,W
2001,3283,W,W,W,W,W
2001,3285,L,W,W,W,W
2001,3301,L,W,W,L,W
2001,3332,W,W,W,L,W
2001,3338,L,L,L,L,L
2001,3344,L,W,W,L,L
2001,3346,L,W,W,W,W
2001,3350,L,W,W,L,W
2001,3356,W,W,L,L,L
2001,3363,L,W,L,L,L
2001,3365,L,W,W,L,W
2001,3371,L,L,L,L,L
2001,3386,L,W,W,L,L
2001,3394,W,W,W,W,L
2001,3397,L,W,W,W,W
2001,3401,L,L,L,L,L
2001,3414,L,W,W,W,W
2001,3433,L,L,L,W,L
2001,3441,L,W,W,W,L
2001,3463,L,W,L,W,W
2001,1321,L,W,L,W,L
2001,1160,L,L,L,L,L
2001,1183,W,W,W,W,W
2001,1421,L,L,L,W,L
2001,1162,W,L,L,W,W
2001,1129,L,W,W,W,W
2001,1401,L,L,L,W,L
2001,1444,L,W,W,L,W
2001,1157,L,W,L,L,L
2001,1427,L,W,W,W,L
2001,1165,L,L,L,L,W
2001,1411,L,W,L,L,L
2001,1288,L,W,L,W,L
2001,1233,W,W,W,L,L
2001,1194,L,W,L,L,L
2001,1115,L,L,L,L,L
2001,1270,L,W,W,W,W
2001,1309,L,W,L,W,W
2001,1442,L,L,L,W,L
2001,1362,L,L,W,L,L
2001,1357,W,L,W,L,L
2001,1304,L,L,W,L,L
2001,1221,W,W,L,L,W
2001,1392,L,L,W,W,W
2001,1227,L,L,W,W,L
2001,1189,L,L,L,W,L
2001,1359,L,W,L,L,W
2001,1406,L,W,L,W,L
2001,1133,L,W,W,W,L
2001,1440,L,W,L,L,W
2001,1191,L,W,W,L,W
2001,1275,L,W,W,W,L
2001,1384,L,W,W,W,L
2001,3140,L,W,W,W,L
2001,3427,L,W,W,L,W
2001,3133,L,L,L,L,W
2001,3275,L,W,W,W,W
2001,3122,W,W,W,L,W
2001,3464,L,L,L,W,L
2001,3110,L,L,L,L,L
2001,3186,L,L,W,L,W
2001,3180,L,W,W,W,W
2001,3239,L,L,L,L,W
2001,3284,W,L,L,L,L
2001,3456,L,W,W,L,L
2001,3178,L,W,W,W,W
2001,3194,L,W,W,W,L
2001,3288,L,L,W,L,L
2001,3129,L,W,L,W,W
2001,3148,W,L,L,W,W
2001,3155,L,W,W,W,W
2001,3245,L,W,W,W,W
2001,3358,L,L,L,L,L
2001,3447,L,W,W,L,L
2001,3224,W,W,W,L,W
2001,3116,L,W,W,W,L
2001,3114,L,L,L,L,L
2001,3361,L,L,L,L,W
2001,3189,L,W,W,W,L
2001,3458,L,W,W,W,W
2001,3357,L,W,W,W,L
2001,3141,L,L,L,W,L
2001,3348,L,L,L,W,L
2001,3265,L,L,L,L,L
2001,3227,L,W,W,L,L
2001,3170,L,L,L,L,L
2001,3334,L,W,L,L,W
2001,3254,W,W,L,L,W
2001,3335,W,W,W,W,W
2001,3426,L,L,L,W,L
2001,3177,L,W,W,W,W
2001,3184,L,W,W,W,W
2001,3169,L,L,L,L,L
2001,3233,L,W,W,L,W
2001,3457,L,L,L,L,L
2001,3249,L,W,L,L,L
2001,3131,L,W,W,L,W
2001,1110,W,L,L,L,L
2001,1130,W,W,W,W,W
2001,1169,W,W,W,W,W
2001,1182,L,L,L,W,W
2001,1234,W,W,W,W,L
2001,1277,L,W,W,W,W
2001,1353,L,L,L,W,L
2001,1372,L,L,L,L,L
2001,1393,L,W,W,W,W
2001,3120,L,L,W,W,L
2001,3199,L,W,L,L,W
2001,3259,L,W,W,L,W
2001,3263,L,L,W,L,L
2001,3278,L,L,L,L,L
2001,3339,L,W,L,W,L
2001,3405,W,W,W,W,W
2001,3448,L,L,L,L,L
2001,3462,W,W,W,W,W
2001,1454,L,W,W,L,L
2001,1364,L,L,L,W,W
2001,1260,L,L,L,L,L
2001,1383,L,W,W,L,W
2001,1190,L,W,W,W,W
2001,1250,L,W,L,L,L
2001,3168,L,L,L,L,L
2001,3378,L,L,L,L,L
2001,3380,L,W,L,W,L
2001,3310,L,L,W,L,L
2001,3454,W,W,W,W,W
2001,3340,W,L,L,W,L
2001,3287,L,W,L,W,W
2001,3309,L,W,W,L,W
2001,3431,L,L,L,W,L
2001,3111,L,W,L,L,W
2001,3435,L,W,W,W,L
2001,1104,L,W,L,L,L
2001,1166,L,W,W,W,W
2001,1173,L,W,W,W,L
2001,1241,L,W,L,W,L
2001,1261,L,W,L,W,L
2001,1268,L,W,W,W,W
2001,1273,L,W,W,L,W
2001,1450,L,L,W,L,L
2001,3274,L,L,L,L,W
2001,3298,L,L,L,W,L
2001,3321,L,L,L,L,L
2001,3403,L,W,W,W,W
2001,3423,L,L,L,L,W
2001,3424,L,L,W,W,W
2001,1407,L,W,W,W,W
2001,1352,L,W,W,L,L
2001,1175,L,W,W,W,W
2001,1330,L,W,L,L,W
2001,1185,L,L,L,L,L
2001,1318,L,W,W,W,W
2001,1451,L,W,L,L,W
2001,1106,W,W,W,W,L
2001,1292,L,L,L,L,L
2001,1433,L,L,W,L,L
2001,1340,L,W,L,L,W
2001,3318,L,W,L,L,L
2001,3214,L,W,W,W,W
2001,3187,W,L,W,W,L
2001,3384,L,W,W,L,L
2001,3451,L,W,W,L,W
2001,3238,L,L,L,L,W
2001,1112,W,W,W,W,W
2001,1132,L,W,W,L,L
2001,1137,L,W,W,W,W
2001,1140,W,W,W,W,W
2001,1141,L,W,W,L,L
2001,1147,L,L,L,L,L
2001,1264,L,W,W,L,L
2001,1329,L,W,L,W,W
2001,1361,L,W,L,W,W
2001,1368,L,L,L,L,W
2001,1373,L,W,L,W,W
2001,1412,L,W,L,W,W
2001,1418,L,W,W,W,W
2001,1431,L,W,W,L,W
2001,1452,L,L,L,W,W
2001,1455,L,L,W,L,W
2001,1460,L,W,W,L,W
2001,3106,L,W,L,W,L
2001,3157,L,W,W,W,L
2001,3202,L,W,W,L,W
2001,3246,L,L,W,W,L
2001,3258,L,W,W,L,W
2001,3341,L,L,L,W,W
2001,3369,L,W,L,L,W
2001,3392,L,W,W,L,W
2001,3450,L,L,L,W,L
2001,1159,L,W,L,L,L
2001,1202,L,L,L,L,W
2001,1251,L,W,L,W,W
2001,1345,L,W,L,W,L
2001,1402,L,L,W,W,W
2001,1267,L,W,W,W,W
2001,1217,W,W,L,L,L
2001,1164,L,W,W,W,L
2001,1179,L,L,L,W,W
2001,1204,L,W,W,L,W
2001,1313,L,W,W,W,L
2001,1380,L,W,W,L,L
2001,1282,L,W,L,W,L
2001,1176,L,L,L,L,L
2001,1284,W,W,W,W,L
2001,1458,L,W,L,L,W
2001,1258,L,W,L,W,L
2001,1360,L,W,L,L,W
2001,1449,W,L,L,L,L
2001,3419,L,W,W,W,W
2001,3325,L,W,L,L,L
2001,3343,W,L,L,L,L
2001,3162,L,L,W,L,L
2001,3280,L,W,W,W,L
2001,3220,L,L,L,L,L
2001,3299,L,W,W,L,L
2001,3368,L,L,L,W,W
2001,3115,L,W,W,W,L
2001,3190,L,L,W,L,W
2001,3308,L,L,L,L,W
2001,3406,L,L,L,L,W
2001,3232,L,W,L,L,W
2001,3267,L,L,L,L,W
2001,1119,L,W,W,L,L
2001,1123,L,W,W,L,W
2001,1124,L,W,W,W,L
2001,1170,L,L,L,W,L
2001,1178,L,W,W,L,W
2001,1281,L,W,L,L,W
2001,1285,W,L,L,L,W
2001,1334,L,W,W,L,W
2001,1336,L,W,W,L,W
2001,1403,L,L,L,L,L
2001,3235,W,W,W,L,W
2001,1306,L,L,L,L,W
2001,1237,L,W,L,W,L
2001,1152,L,L,W,L,L
2001,1358,L,W,L,W,L
2001,1320,L,W,L,L,L
2001,1271,L,W,W,L,W
2001,1341,L,L,W,L,L
2001,1184,L,L,L,W,L
2001,3158,L,L,L,L,L
2001,3444,L,W,W,L,L
2001,3126,L,W,W,W,L
2001,1390,W,L,W,W,W
2001,1232,W,W,W,L,L
2001,1177,L,L,L,L,L
2001,1145,L,W,W,W,L
2001,1235,L,W,W,L,W
2001,1405,L,W,W,W,W
2001,1410,W,L,W,L,L
2001,3210,L,W,W,L,L
2001,3333,L,W,W,W,W
2001,3395,W,W,W,L,W
2001,3461,L,W,L,L,W
2001,1416,L,W,L,L,L
2001,1434,L,W,W,W,W
2001,1369,L,W,W,W,W
2001,1339,L,L,W,L,L
2001,3149,L,W,L,W,L
2001,3226,W,W,W,W,W
2001,3248,L,L,L,L,L
2001,3313,L,W,L,W,W
2001,3286,L,L,W,W,L
2001,3322,L,W,W,W,W
2001,1103,L,W,L,L,L
2001,1161,L,L,W,W,L
2001,1229,L,W,W,W,L
2001,1374,L,L,L,L,L
2001,1404,L,L,L,L,L
2001,3201,L,L,W,L,L
2001,3354,L,W,L,L,L
2001,3362,L,W,L,L,L
2001,3404,L,W,W,L,L
2001,3411,L,W,W,W,L
2001,1245,W,W,W,L,W
2001,1154,L,W,L,W,W
2001,3145,L,W,W,L,L
2001,1363,L,L,W,L,W
2001,1426,L,L,L,W,L
2001,1461,L,W,L,W,W
2001,3290,L,L,L,L,L
2001,1142,L,L,L,L,L
2001,1325,L,W,W,L,W
2001,1293,L,W,L,W,W
2001,1287,L,L,L,W,L
2001,1212,L,L,L,L,W
2002,1112,W,W,W,W,L
2002,1196,L,W,L,W,L
2002,1268,L,W,W,W,W
2002,1396,L,W,W,W,W
2002,3160,L,W,W,L,W
2002,3163,W,W,W,W,W
2002,3191,L,W,L,L,W
2002,3198,W,W,W,W,W
2002,3307,L,W,L,W,W
2002,3314,L,W,W,L,W
2002,3333,L,W,W,W,L
2002,3435,W,W,W,W,W
2002,3331,L,W,L,L,L
2002,3193,L,W,L,W,L
2002,3396,W,W,W,W,W
2002,3372,W,W,W,W,W
2002,3334,L,W,W,W,W
2002,3206,L,W,W,W,L
2002,3258,L,L,L,W,W
2002,3184,L,W,L,W,W
2002,3181,W,W,W,W,W
2002,3328,W,W,W,W,W
2002,3403,L,W,L,W,W
2002,3345,L,W,W,W,L
2002,1116,L,W,L,L,W
2002,1177,L,L,L,L,L
2002,1277,L,W,W,W,W
2002,1328,W,W,W,W,W
2002,1393,L,L,L,L,W
2002,1448,L,W,W,L,L
2002,1263,L,W,W,L,L
2002,1200,L,L,L,L,L
2002,1178,L,W,W,W,W
2002,1148,W,W,W,W,W
2002,1264,L,W,W,L,W
2002,1423,W,W,W,W,L
2002,1102,L,L,L,L,L
2002,1104,L,W,W,L,W
2002,1131,W,W,W,W,W
2002,1201,L,W,L,W,W
2002,1234,L,W,W,W,L
2002,1272,L,L,W,W,L
2002,1281,L,W,L,W,W
2002,1330,L,L,W,W,W
2002,1359,L,W,L,W,L
2002,1425,L,W,W,W,L
2002,1463,L,W,W,W,L
2002,1290,L,W,W,L,W
2002,1309,L,W,W,W,W
2002,1286,L,W,W,W,W
2002,1271,L,L,L,W,W
2002,1459,L,L,L,L,L
2002,1404,L,W,L,W,L
2002,1170,L,L,L,L,L
2002,1258,L,L,L,L,L
2002,1461,L,W,W,W,L
2002,1187,L,L,W,W,L
2002,1301,L,W,W,L,W
2002,1321,L,L,L,L,W
2002,1363,L,W,W,L,L
2002,1353,L,L,L,W,L
2002,1341,L,L,W,W,L
2002,1433,L,W,W,W,L
2002,1192,L,L,L,L,L
2002,1132,L,W,W,L,W
2002,1143,L,W,L,W,W
2002,1186,L,W,L,W,W
2002,1203,L,W,W,L,L
2002,1253,L,W,W,W,W
2002,1332,L,W,W,W,W
2002,1443,W,W,W,W,W
2002,1279,L,W,L,L,W
2002,1343,L,L,W,W,W
2002,1386,L,L,W,W,W
2002,1267,L,W,W,W,L
2002,1444,L,W,W,L,W
2002,1106,L,W,W,W,W
2002,1246,L,W,L,W,W
2002,1120,L,L,L,W,L
2002,1127,W,L,L,L,L
2002,1135,W,W,L,L,W
2002,1139,L,W,L,W,W
2002,1145,L,W,W,L,L
2002,1150,L,W,L,W,L
2002,1158,L,W,W,L,L
2002,1162,L,L,L,W,L
2002,1174,L,W,W,W,W
2002,1175,L,W,W,L,L
2002,1179,L,W,W,W,W
2002,1189,L,W,W,L,L
2002,1198,L,L,L,L,L
2002,1208,L,L,W,W,W
2002,1210,L,W,W,W,W
2002,1214,W,W,W,W,L
2002,1217,L,L,W,W,L
2002,1218,W,W,W,W,L
2002,1221,W,W,W,W,L
2002,1224,L,W,W,L,W
2002,1228,L,W,W,W,W
2002,1229,L,W,W,W,L
2002,1237,L,W,W,L,W
2002,1243,L,W,W,L,L
2002,1265,L,W,W,L,W
2002,1269,L,W,L,W,W
2002,1276,L,W,L,L,L
2002,1317,L,W,W,L,L
2002,1319,L,W,L,L,L
2002,1323,L,W,W,L,W
2002,1329,L,W,L,W,W
2002,1338,L,W,W,W,W
2002,1344,L,L,L,L,W
2002,1345,L,W,L,L,L
2002,1349,L,L,L,W,L
2002,1350,L,W,W,W,W
2002,1356,L,W,W,W,W
2002,1361,W,W,W,W,W
2002,1371,L,L,L,L,L
2002,1383,L,W,W,L,W
2002,1395,L,W,W,L,L
2002,1397,L,W,W,L,L
2002,1403,L,W,W,W,L
2002,1414,L,W,L,W,W
2002,1427,L,W,L,L,W
2002,1435,L,L,W,W,L
2002,1438,L,L,W,L,L
2002,1452,L,L,L,L,L
2002,3104,L,W,L,W,L
2002,3110,L,L,L,W,L
2002,3111,L,W,L,L,L
2002,3114,L,L,W,W,L
2002,3120,L,W,L,W,L
2002,3123,L,W,W,W,W
2002,3124,L,W,W,W,W
2002,3130,L,W,W,L,W
2002,3133,L,L,W,W,L
2002,3137,W,W,W,W,L
2002,3140,W,W,W,W,W
2002,3145,L,W,W,L,W
2002,3150,L,W,L,L,W
2002,3155,L,W,W,W,L
2002,3158,L,W,L,L,L
2002,3161,L,W,W,W,W
2002,3172,L,W,W,L,L
2002,3176,L,W,W,W,W
2002,3179,L,W,W,W,W
2002,3196,L,L,W,L,W
2002,3207,L,L,L,L,W
2002,3221,L,W,W,W,W
2002,3224,L,W,W,W,W
2002,3226,L,W,L,L,L
2002,3227,L,W,L,W,W
2002,3237,L,L,L,W,W
2002,3241,L,W,L,L,L
2002,3243,L,W,W,L,W
2002,3256,W,W,W,W,W
2002,3259,L,W,L,L,L
2002,3265,L,L,W,W,L
2002,3280,L,W,L,W,L
2002,3281,L,L,L,L,L
2002,3283,L,L,L,W,W
2002,3285,L,W,L,L,W
2002,3292,L,W,L,L,W
2002,3301,L,W,L,W,L
2002,3304,L,L,L,L,L
2002,3305,L,L,L,L,L
2002,3306,L,W,L,W,W
2002,3308,L,W,W,W,L
2002,3313,W,W,W,W,W
2002,3330,W,W,W,W,W
2002,3335,L,W,W,L,W
2002,3339,L,W,L,L,L
2002,3343,W,L,W,W,L
2002,3344,L,W,W,L,L
2002,3348,L,W,L,L,L
2002,3361,L,L,L,L,W
2002,3364,W,W,W,W,W
2002,3366,L,L,L,W,L
2002,3371,L,W,W,L,L
2002,3376,L,W,L,L,W
2002,3380,W,W,W,W,W
2002,3384,W,W,W,W,W
2002,3386,L,W,W,W,W
2002,3390,L,W,W,W,W
2002,3395,L,W,W,W,W
2002,3397,L,W,W,W,W
2002,3399,L,W,W,W,W
2002,3408,L,W,W,W,W
2002,3416,L,W,W,L,W
2002,3417,L,W,L,W,L
2002,3420,W,L,W,L,L
2002,3424,L,W,W,L,L
2002,3436,L,W,W,W,W
2002,3437,L,W,W,W,W
2002,3438,L,W,W,L,W
2002,3439,L,W,L,L,W
2002,3449,L,W,L,W,L
2002,3451,W,W,W,W,W
2002,3452,L,L,L,L,W
2002,3456,L,W,L,L,W
2002,3459,L,W,L,L,W
2002,3462,L,W,W,L,W
2002,1219,L,W,W,L,W
2002,1171,L,L,L,L,L
2002,1436,L,W,W,W,L
2002,1347,L,W,L,W,W
2002,1165,L,L,W,L,L
2002,1137,L,W,L,W,W
2002,1172,W,W,W,L,W
2002,1149,L,W,W,L,L
2002,1318,L,W,L,L,W
2002,1455,L,W,L,W,L
2002,1216,L,W,L,L,W
2002,1358,L,L,W,W,W
2002,1299,L,L,W,L,W
2002,1199,L,W,L,L,L
2002,1389,L,L,L,L,L
2002,1202,L,W,W,W,L
2002,1197,L,L,W,W,W
2002,1314,L,L,W,L,L
2002,1193,L,W,W,W,W
2002,1313,L,L,W,L,L
2002,1346,L,W,W,W,W
2002,1273,L,L,W,L,W
2002,1211,W,W,W,W,W
2002,1451,L,W,W,L,L
2002,1156,L,L,W,L,W
2002,1407,L,W,W,L,W
2002,1180,L,L,W,L,W
2002,1114,L,W,W,L,L
2002,1324,L,W,L,W,W
2002,1283,L,W,W,L,W
2002,1142,L,L,W,L,L
2002,1306,L,L,L,W,L
2002,1153,W,W,W,W,L
2002,1288,L,W,L,L,L
2002,1373,W,W,W,W,L
2002,1434,W,W,W,W,W
2002,1298,L,L,L,L,L
2002,1111,L,L,L,W,W
2002,1125,L,W,L,W,L
2002,1320,L,W,L,L,L
