Season,TeamID,Wins,Losses,PtsFor,PtsAgainst,WinRatio,PtsDiff,PtsForRatio
1991,1113,19,9,1591,618,0.6785714285714286,973,0.7202354006337709
1991,1114,9,20,679,1402,0.3103448275862069,-723,0.32628543969245555
1991,1116,30,3,3031,268,0.9090909090909091,2763,0.9187632615944226
1991,1117,20,8,1515,488,0.7142857142857143,1027,0.7563654518222666
1991,1119,6,22,421,1317,0.21428571428571427,-896,0.2422324510932106
1991,1120,13,16,1022,1162,0.4482758620689655,-140,0.46794871794871795
1991,1121,13,15,962,939,0.4642857142857143,23,0.5060494476591267
1991,1122,13,14,1154,1097,0.48148148148148145,57,0.5126610395379831
1991,1123,17,9,1299,566,0.6538461538461539,733,0.696514745308311
1991,1124,12,15,1022,1126,0.4444444444444444,-104,0.4757914338919926
1991,1126,5,24,401,1780,0.1724137931034483,-1379,0.18386061439706555
1991,1129,18,10,1302,625,0.6428571428571429,677,0.6756616502335236
1991,1130,11,19,963,1302,0.36666666666666664,-339,0.4251655629139073
1991,1131,11,18,803,1170,0.3793103448275862,-367,0.40699442473390773
1991,1132,16,12,1293,841,0.5714285714285714,452,0.6059044048734771
1991,1133,8,20,666,1366,0.2857142857142857,-700,0.327755905511811
1991,1134,8,15,614,862,0.34782608695652173,-248,0.4159891598915989
1991,1135,9,15,712,966,0.375,-254,0.42431466030989273
1991,1137,17,13,1382,993,0.5666666666666667,389,0.5818947368421052
1991,1139,18,10,1514,865,0.6428571428571429,649,0.6364018495166036
1991,1140,20,12,1479,853,0.625,626,0.6342195540308748
1991,1141,12,14,953,830,0.46153846153846156,123,0.5344924284913067
1991,1143,13,14,1087,1019,0.48148148148148145,68,0.5161443494776828
1991,1144,6,18,445,1029,0.25,-584,0.3018995929443691
1991,1145,9,19,659,1220,0.32142857142857145,-561,0.35071846726982436
1991,1147,17,12,1529,924,0.5862068965517241,605,0.6233183856502242
1991,1148,4,24,342,1893,0.14285714285714285,-1551,0.15302013422818792
1991,1149,7,17,561,1176,0.2916666666666667,-615,0.3229706390328152
1991,1150,14,14,1320,1160,0.5,160,0.532258064516129
1991,1151,17,10,1451,717,0.6296296296296297,734,0.669280442804428
1991,1152,3,23,312,1835,0.11538461538461539,-1523,0.14531904983698182
1991,1153,17,11,1309,746,0.6071428571428571,563,0.6369829683698297
1991,1154,3,21,277,1433,0.125,-1156,0.16198830409356726
1991,1155,10,17,839,1125,0.37037037037037035,-286,0.4271894093686354
1991,1156,11,16,865,1051,0.4074074074074074,-186,0.4514613778705637
1991,1157,23,6,1750,407,0.7931034482758621,1343,0.8113120074177098
1991,1159,5,23,372,1633,0.17857142857142858,-1261,0.1855361596009975
1991,1160,15,13,1402,904,0.5357142857142857,498,0.6079791847354726
1991,1161,14,14,965,751,0.5,214,0.5623543123543123
1991,1162,6,19,448,1164,0.24,-716,0.27791563275434245
1991,1163,17,10,1332,659,0.6296296296296297,673,0.6690105474635861
1991,1164,18,10,1604,695,0.6428571428571429,909,0.6976946498477599
1991,1165,12,12,928,733,0.5,195,0.5586995785671283
1991,1166,23,7,1835,494,0.7666666666666667,1341,0.7878917990553885
1991,1168,13,14,1111,1039,0.48148148148148145,72,0.5167441860465116
1991,1169,7,19,675,1388,0.2692307692307692,-713,0.3271934076587494
1991,1171,8,17,574,1103,0.32,-529,0.3422778771615981
1991,1172,9,18,624,1145,0.3333333333333333,-521,0.3527416619559073
1991,1173,14,15,1289,1185,0.4827586206896552,104,0.521018593371059
1991,1174,15,13,1266,865,0.5357142857142857,401,0.5940872829657438
1991,1175,16,11,1605,851,0.5925925925925926,754,0.6535016286644951
1991,1177,20,8,1647,584,0.7142857142857143,1063,0.7382339757956073
1991,1178,9,18,715,1221,0.3333333333333333,-506,0.3693181818181818
1991,1179,8,21,631,1442,0.27586206896551724,-811,0.3043897732754462
1991,1180,12,16,979,1202,0.42857142857142855,-223,0.4488766620816139
1991,1181,26,7,2362,562,0.7878787878787878,1800,0.8077975376196991
1991,1182,13,15,1108,1041,0.4642857142857143,67,0.5155886458818055
1991,1183,15,12,1151,773,0.5555555555555556,378,0.5982328482328483
1991,1184,16,10,1274,693,0.6153846153846154,581,0.6476868327402135
1991,1185,22,6,1734,433,0.7857142857142857,1301,0.8001845869866174
1991,1186,11,16,984,1200,0.4074074074074074,-216,0.45054945054945056
1991,1187,10,16,729,1056,0.38461538461538464,-327,0.4084033613445378
1991,1190,25,4,2367,349,0.8620689655172413,2018,0.8715022091310751
1991,1191,14,14,1139,888,0.5,251,0.5619141588554514
1991,1192,22,8,1787,551,0.7333333333333333,1236,0.7643284858853722
1991,1193,8,20,691,1312,0.2857142857142857,-621,0.344982526210684
1991,1196,10,17,804,1160,0.37037037037037035,-356,0.4093686354378819
1991,1197,16,14,1373,958,0.5333333333333333,415,0.589017589017589
1991,1198,5,21,423,1478,0.19230769230769232,-1055,0.22251446607048922
1991,1199,20,10,1660,742,0.6666666666666666,918,0.6910907577019151
1991,1200,23,7,1802,447,0.7666666666666667,1355,0.8012449977767897
1991,1201,14,16,1246,1261,0.4666666666666667,-15,0.4970083765456721
1991,1202,17,8,1452,556,0.68,896,0.7231075697211156
1991,1203,19,11,1569,776,0.6333333333333333,793,0.6690831556503198
1991,1204,14,13,1128,930,0.5185185185185185,198,0.5481049562682215
1991,1206,14,16,1145,1153,0.4666666666666667,-8,0.49825935596170584
1991,1207,14,12,965,712,0.5384615384615384,253,0.5754323196183662
1991,1208,16,12,1421,892,0.5714285714285714,529,0.6143536532641591
1991,1209,16,14,1307,1069,0.5333333333333333,238,0.5500841750841751
1991,1210,16,12,1457,869,0.5714285714285714,588,0.6263972484952709
1991,1211,13,14,1117,916,0.48148148148148145,201,0.5494343334972946
1991,1212,6,22,607,1703,0.21428571428571427,-1096,0.26277056277056277
1991,1216,13,16,960,1088,0.4482758620689655,-128,0.46875
1991,1217,8,17,626,1271,0.32,-645,0.32999472851871375
1991,1218,15,13,1166,850,0.5357142857142857,316,0.5783730158730159
1991,1220,14,14,984,913,0.5,71,0.5187137585661571
1991,1221,17,12,1428,882,0.5862068965517241,546,0.6181818181818182
1991,1222,18,10,1556,700,0.6428571428571429,856,0.6897163120567376
1991,1224,8,20,724,1514,0.2857142857142857,-790,0.32350312779267204
1991,1225,17,11,1297,719,0.6071428571428571,578,0.6433531746031746
1991,1226,10,18,874,1373,0.35714285714285715,-499,0.38896306186025814
1991,1227,13,15,1016,948,0.4642857142857143,68,0.5173116089613035
1991,1228,20,10,1645,655,0.6666666666666666,990,0.7152173913043478
1991,1229,4,23,262,1416,0.14814814814814814,-1154,0.15613825983313467
1991,1231,27,4,2323,333,0.8709677419354839,1990,0.8746234939759037
1991,1232,14,14,1036,896,0.5,140,0.5362318840579711
1991,1233,17,13,1328,906,0.5666666666666667,422,0.594449418084154
1991,1234,18,10,1452,676,0.6428571428571429,776,0.6823308270676691
1991,1235,11,19,949,1383,0.36666666666666664,-434,0.40694682675814753
1991,1238,17,13,1469,1010,0.5666666666666667,459,0.5925776522791448
1991,1239,5,22,423,1488,0.18518518518518517,-1065,0.22135007849293564
1991,1241,19,9,1503,613,0.6785714285714286,890,0.7103024574669187
1991,1242,21,7,1858,523,0.75,1335,0.7803443931121378
1991,1243,12,15,962,1086,0.4444444444444444,-124,0.4697265625
1991,1245,9,18,633,1036,0.3333333333333333,-403,0.3792690233672858
1991,1246,22,6,1900,505,0.7857142857142857,1395,0.7900207900207901
1991,1247,19,9,1658,611,0.6785714285714286,1047,0.7307183781401498
1991,1248,6,21,460,1330,0.2222222222222222,-870,0.2569832402234637
1991,1249,15,13,1425,975,0.5357142857142857,450,0.59375
1991,1250,19,10,1612,689,0.6551724137931034,923,0.7005649717514124
1991,1251,2,22,124,1415,0.08333333333333333,-1291,0.08057179987004548
1991,1253,11,17,920,1178,0.39285714285714285,-258,0.438512869399428
1991,1254,10,18,819,1291,0.35714285714285715,-472,0.3881516587677725
1991,1256,21,9,1745,680,0.7,1065,0.7195876288659794
1991,1257,14,16,1199,1113,0.4666666666666667,86,0.518598615916955
1991,1258,14,15,1518,1438,0.4827586206896552,80,0.513531799729364
1991,1259,12,16,916,1094,0.42857142857142855,-178,0.4557213930348259
1991,1260,10,19,813,1357,0.3448275862068966,-544,0.37465437788018435
1991,1261,19,9,1836,714,0.6785714285714286,1122,0.72
1991,1263,13,16,1005,1046,0.4482758620689655,-41,0.4900048756704047
1991,1264,13,15,944,1049,0.4642857142857143,-105,0.47365780230807825
1991,1265,6,22,489,1392,0.21428571428571427,-903,0.25996810207336524
1991,1266,11,18,848,1272,0.3793103448275862,-424,0.4
1991,1267,13,14,1145,1066,0.48148148148148145,79,0.5178652193577566
1991,1268,16,12,1349,896,0.5714285714285714,453,0.600890868596882
1991,1269,16,11,1295,758,0.5925925925925926,537,0.6307842182172431
1991,1270,7,18,531,1138,0.28,-607,0.3181545835829838
1991,1271,4,23,364,1650,0.14814814814814814,-1286,0.1807348560079444
1991,1272,16,14,1261,1048,0.5333333333333333,213,0.5461238631442182
1991,1273,2,25,133,1555,0.07407407407407407,-1422,0.07879146919431279
1991,1274,9,19,717,1310,0.32142857142857145,-593,0.35372471632955105
1991,1275,16,12,1381,844,0.5714285714285714,537,0.6206741573033708
1991,1276,14,14,1089,960,0.5,129,0.5314787701317716
1991,1277,18,10,1322,674,0.6428571428571429,648,0.6623246492985972
1991,1278,12,16,936,1065,0.42857142857142855,-129,0.46776611694152925
1991,1279,9,19,730,1336,0.32142857142857145,-606,0.35333978702807356
1991,1280,20,8,1702,584,0.7142857142857143,1118,0.7445319335083115
1991,1281,19,10,1596,719,0.6551724137931034,877,0.6894168466522678
1991,1282,12,13,1065,960,0.48,105,0.5259259259259259
1991,1283,21,11,1578,757,0.65625,821,0.6758029978586724
1991,1284,19,10,1333,615,0.6551724137931034,718,0.6842915811088296
1991,1285,21,7,1764,457,0.75,1307,0.7942368302566412
1991,1286,10,16,851,1200,0.38461538461538464,-349,0.41491955143832276
1991,1287,14,13,1183,846,0.5185185185185185,337,0.5830458353868901
1991,1288,7,22,580,1547,0.2413793103448276,-967,0.27268453220498357
1991,1290,6,17,559,1386,0.2608695652173913,-827,0.28740359897172235
1991,1291,8,19,674,1464,0.2962962962962963,-790,0.31524789522918617
1991,1292,19,9,1635,639,0.6785714285714286,996,0.7189973614775725
1991,1293,23,7,1877,484,0.7666666666666667,1393,0.7950021177467175
1991,1296,24,5,1708,259,0.8275862068965517,1449,0.8683274021352313
1991,1298,8,21,757,1681,0.27586206896551724,-924,0.31050041017227237
1991,1299,14,10,1152,803,0.5833333333333334,349,0.5892583120204603
1991,1301,19,10,1788,803,0.6551724137931034,985,0.6900810497877268
1991,1302,2,25,197,1806,0.07407407407407407,-1609,0.0983524712930604
1991,1304,26,7,2378,515,0.7878787878787878,1863,0.8219840995506394
1991,1305,16,14,1250,927,0.5333333333333333,323,0.574184657785944
1991,1306,3,25,201,1456,0.10714285714285714,-1255,0.12130356065178033
1991,1307,19,9,1606,570,0.6785714285714286,1036,0.7380514705882353
1991,1308,22,5,1783,399,0.8148148148148148,1384,0.8171402383134739
1991,1309,22,7,1705,463,0.7586206896551724,1242,0.7864391143911439
1991,1310,8,20,597,1275,0.2857142857142857,-678,0.3189102564102564
1991,1311,3,25,300,1922,0.10714285714285714,-1622,0.135013501350135
1991,1314,25,5,2253,388,0.8333333333333334,1865,0.853085952290799
1991,1317,17,13,1499,1149,0.5666666666666667,350,0.5660876132930514
1991,1318,22,10,1770,705,0.6875,1065,0.7151515151515152
1991,1319,3,23,232,1651,0.11538461538461539,-1419,0.12320764737121614
1991,1320,12,17,863,1061,0.41379310344827586,-198,0.44854469854469853
1991,1321,3,23,261,1567,0.11538461538461539,-1306,0.1427789934354486
1991,1322,5,21,372,1495,0.19230769230769232,-1123,0.19925013390465987
1991,1323,12,20,899,1334,0.375,-435,0.4025974025974026
1991,1325,15,12,1043,705,0.5555555555555556,338,0.5966819221967964
1991,1326,25,3,2191,197,0.8928571428571429,1994,0.9175041876046901
1991,1328,14,14,1412,1232,0.5,180,0.5340393343419062
1991,1329,22,7,1825,521,0.7586206896551724,1304,0.777919863597613
1991,1330,14,18,1153,1272,0.4375,-119,0.4754639175257732
1991,1332,13,15,1003,1125,0.4642857142857143,-122,0.47133458646616544
1991,1333,14,14,1140,944,0.5,196,0.5470249520153551
1991,1334,14,15,1098,1031,0.4827586206896552,67,0.5157350868952559
1991,1335,9,17,660,1107,0.34615384615384615,-447,0.3735144312393888
1991,1336,20,10,1558,676,0.6666666666666666,882,0.6974037600716204
1991,1337,21,8,1682,542,0.7241379310344828,1140,0.7562949640287769
1991,1338,18,11,1617,822,0.6206896551724138,795,0.6629766297662977
1991,1339,5,22,389,1647,0.18518518518518517,-1258,0.19106090373280943
1991,1341,1,21,99,1696,0.045454545454545456,-1597,0.05515320334261838
1991,1343,23,2,1466,88,0.92,1378,0.9433719433719434
1991,1344,17,12,1519,905,0.5862068965517241,614,0.6266501650165016
1991,1345,17,11,1288,658,0.6071428571428571,630,0.6618705035971223
1991,1347,18,7,1402,460,0.72,942,0.7529538131041891
1991,1348,10,17,825,1145,0.37037037037037035,-320,0.41878172588832485
1991,1349,15,13,1175,908,0.5357142857142857,267,0.5640902544407105
1991,1350,20,9,1501,585,0.6896551724137931,916,0.7195589645254075
1991,1351,14,16,1088,1012,0.4666666666666667,76,0.518095238095238
1991,1352,17,11,1462,802,0.6071428571428571,660,0.6457597173144877
1991,1353,18,9,1414,635,0.6666666666666666,779,0.690092728160078
1991,1354,13,13,1095,915,0.5,180,0.5447761194029851
1991,1356,16,13,1361,911,0.5517241379310345,450,0.5990316901408451
1991,1358,5,20,371,1486,0.2,-1115,0.19978459881529348
1991,1359,6,22,440,1488,0.21428571428571427,-1048,0.22821576763485477
1991,1360,16,12,1414,888,0.5714285714285714,526,0.6142484795829714
1991,1361,11,16,831,1014,0.4074074074074074,-183,0.4504065040650406
1991,1362,11,17,910,1209,0.39285714285714285,-299,0.4294478527607362
1991,1363,7,20,532,1306,0.25925925925925924,-774,0.28944504896626766
1991,1364,14,15,1066,1019,0.4827586206896552,47,0.5112709832134292
1991,1365,15,13,1185,851,0.5357142857142857,334,0.5820235756385069
1991,1368,9,19,709,1346,0.32142857142857145,-637,0.34501216545012164
1991,1371,21,8,1732,531,0.7241379310344828,1201,0.7653557224922669
1991,1372,11,16,808,968,0.4074074074074074,-160,0.45495495495495497
1991,1373,22,9,1858,650,0.7096774193548387,1208,0.740829346092504
1991,1374,12,17,939,1115,0.41379310344827586,-176,0.4571567672833496
1991,1375,21,8,1904,671,0.7241379310344828,1233,0.7394174757281553
1991,1376,18,12,1362,710,0.6,652,0.6573359073359073
1991,1378,19,10,1447,704,0.6551724137931034,743,0.6727103672710367
1991,1379,20,7,1717,528,0.7407407407407407,1189,0.7648106904231626
1991,1380,16,9,1797,747,0.64,1050,0.7063679245283019
1991,1381,13,12,1239,996,0.52,243,0.5543624161073826
1991,1382,4,23,379,1558,0.14814814814814814,-1179,0.1956633970056789
1991,1383,15,14,1254,1074,0.5172413793103449,180,0.538659793814433
1991,1384,24,7,2028,568,0.7741935483870968,1460,0.7812018489984591
1991,1385,20,8,1488,532,0.7142857142857143,956,0.7366336633663366
1991,1386,13,17,1121,1268,0.43333333333333335,-147,0.46923398911678527
1991,1387,18,14,1470,1048,0.5625,422,0.5837966640190627
1991,1388,13,16,1041,1139,0.4482758620689655,-98,0.4775229357798165
1991,1389,24,6,1756,366,0.8,1390,0.827521206409048
1991,1390,15,13,1263,882,0.5357142857142857,381,0.5888111888111888
1991,1391,15,16,1157,1129,0.4838709677419355,28,0.5061242344706912
1991,1393,25,5,2142,367,0.8333333333333334,1775,0.8537265842965325
1991,1395,18,10,1396,648,0.6428571428571429,748,0.6829745596868885
1991,1396,21,9,1505,583,0.7,922,0.7207854406130269
1991,1397,12,21,1050,1560,0.36363636363636365,-510,0.40229885057471265
1991,1398,4,22,344,1689,0.15384615384615385,-1345,0.16920806689621248
1991,1399,10,16,875,1277,0.38461538461538464,-402,0.4065985130111524
1991,1400,22,8,1979,649,0.7333333333333333,1330,0.7530441400304414
1991,1401,7,21,541,1441,0.25,-900,0.2729566094853683
1991,1402,8,17,666,1270,0.32,-604,0.3440082644628099
1991,1403,6,22,455,1398,0.21428571428571427,-943,0.2455477603885591
1991,1405,15,16,1197,1038,0.4838709677419355,159,0.5355704697986577
1991,1406,19,10,1516,726,0.6551724137931034,790,0.6761819803746655
1991,1408,15,13,1240,943,0.5357142857142857,297,0.5680256527714155
1991,1409,18,11,1430,782,0.6206896551724138,648,0.6464737793851718
1991,1410,7,21,613,1435,0.25,-822,0.29931640625
1991,1411,13,16,1123,1175,0.4482758620689655,-52,0.4886858137510879
1991,1412,17,12,1479,891,0.5862068965517241,588,0.6240506329113924
1991,1414,11,19,1071,1473,0.36666666666666664,-402,0.4209905660377358
1991,1416,9,16,785,1117,0.36,-332,0.4127234490010515
1991,1417,22,8,2164,641,0.7333333333333333,1523,0.7714795008912656
1991,1418,21,10,2077,747,0.6774193548387096,1330,0.7354815864022662
1991,1419,25,7,2164,532,0.78125,1632,0.8026706231454006
1991,1420,6,22,450,1430,0.21428571428571427,-980,0.2393617021276596
1991,1421,5,19,425,1293,0.20833333333333334,-868,0.24738067520372525
1991,1423,10,16,775,1037,0.38461538461538464,-262,0.42770419426048567
1991,1424,30,0,3022,0,1.0,3022,1.0
1991,1425,19,9,1608,679,0.6785714285714286,929,0.7031045037166593
1991,1426,18,9,1710,730,0.6666666666666666,980,0.7008196721311475
1991,1427,21,7,2019,567,0.75,1452,0.7807424593967517
1991,1428,25,3,1855,176,0.8928571428571429,1679,0.913343180699163
1991,1429,11,17,901,1376,0.39285714285714285,-475,0.3956960913482653
1991,1431,14,13,1009,835,0.5185185185185185,174,0.547180043383948
1991,1433,13,17,1034,1231,0.43333333333333335,-197,0.4565121412803532
1991,1434,5,22,355,1266,0.18518518518518517,-911,0.2190006169031462
1991,1435,17,12,1377,763,0.5862068965517241,614,0.6434579439252337
1991,1436,13,13,1020,872,0.5,148,0.5391120507399577
1991,1437,16,14,1229,985,0.5333333333333333,244,0.5551038843721771
1991,1438,21,11,1660,745,0.65625,915,0.6902286902286903
1991,1439,13,16,1018,1115,0.4482758620689655,-97,0.4772620721987811
1991,1440,8,18,646,1195,0.3076923076923077,-549,0.3508962520369365
1991,1441,7,17,597,1325,0.2916666666666667,-728,0.3106139438085328
1991,1442,11,15,904,1001,0.4230769230769231,-97,0.47454068241469816
1991,1443,14,14,1215,1143,0.5,72,0.5152671755725191
1991,1444,4,22,296,1429,0.15384615384615385,-1133,0.17159420289855074
1991,1447,4,26,309,1824,0.13333333333333333,-1515,0.14486638537271448
1991,1448,18,10,1474,782,0.6428571428571429,692,0.6533687943262412
1991,1449,12,14,921,820,0.46153846153846156,101,0.5290063182079264
1991,1450,12,12,1068,808,0.5,260,0.5692963752665245
1991,1451,11,16,969,1052,0.4074074074074074,-83,0.47946561108362196
1991,1452,16,13,1496,1046,0.5517241379310345,450,0.5885129819040126
1991,1453,22,6,1533,354,0.7857142857142857,1179,0.8124006359300477
1991,1454,17,10,1514,771,0.6296296296296297,743,0.662582056892779
1991,1455,14,17,1068,984,0.45161290322580644,84,0.52046783625731
1991,1456,11,15,778,1009,0.4230769230769231,-231,0.4353665360940123
1991,1457,7,17,551,949,0.2916666666666667,-398,0.36733333333333335
1991,1458,13,13,994,832,0.5,162,0.5443592552026287
1991,1460,18,8,1793,607,0.6923076923076923,1186,0.7470833333333333
1991,1461,16,11,1367,865,0.5925925925925926,502,0.6124551971326165
1991,1462,21,9,1753,699,0.7,1054,0.7149265905383361
1991,1463,14,11,991,560,0.56,431,0.6389426176660219
1991,1464,8,16,741,1235,0.3333333333333333,-494,0.375
1992,1102,5,20,355,1167,0.2,-812,0.23324572930354795
1992,1103,15,12,1093,758,0.5555555555555556,335,0.5904916261480281
1992,1104,25,8,2018,584,0.7575757575757576,1434,0.7755572636433513
1992,1106,11,13,1027,1007,0.4583333333333333,20,0.5049164208456244
1992,1108,14,14,1252,1052,0.5,200,0.5434027777777778
1992,1110,11,18,875,1265,0.3793103448275862,-390,0.4088785046728972
1992,1111,13,14,1036,995,0.48148148148148145,41,0.5100935499753816
1992,1112,24,6,2119,430,0.8,1689,0.8313063946645743
1992,1113,18,13,1314,815,0.5806451612903226,499,0.6171911695631752
1992,1114,16,13,1217,902,0.5517241379310345,315,0.5743275129778197
1992,1116,22,7,2034,546,0.7586206896551724,1488,0.7883720930232558
1992,1117,17,11,1185,674,0.6071428571428571,511,0.6374394835933297
1992,1119,4,24,241,1242,0.14285714285714285,-1001,0.16250842886041808
1992,1120,9,15,831,1163,0.375,-332,0.41675025075225675
1992,1122,9,17,807,1271,0.34615384615384615,-464,0.3883541867179981
1992,1123,20,8,1420,468,0.7142857142857143,952,0.7521186440677966
1992,1124,13,15,1026,1016,0.4642857142857143,10,0.5024485798237023
1992,1126,4,24,365,1650,0.14285714285714285,-1285,0.18114143920595532
1992,1129,15,13,1113,803,0.5357142857142857,310,0.5808977035490606
1992,1130,16,13,1271,913,0.5517241379310345,358,0.581959706959707
1992,1131,9,18,660,1183,0.3333333333333333,-523,0.3581117742810635
1992,1132,13,14,858,883,0.48148148148148145,-25,0.4928202182653647
1992,1133,7,23,480,1179,0.23333333333333334,-699,0.28933092224231466
1992,1134,5,23,422,1449,0.17857142857142858,-1027,0.2255478353821486
1992,1135,10,15,746,941,0.4,-195,0.44220509780675754
1992,1137,20,9,1682,653,0.6896551724137931,1029,0.7203426124197002
1992,1138,2,26,142,1595,0.07142857142857142,-1453,0.08175014392630973
1992,1139,21,9,1778,668,0.7,1110,0.7269010629599346
1992,1140,25,6,2018,466,0.8064516129032258,1552,0.8123993558776168
1992,1141,8,16,628,1086,0.3333333333333333,-458,0.3663943990665111
1992,1143,10,18,833,1286,0.35714285714285715,-453,0.39310995752713546
1992,1144,15,11,1016,743,0.5769230769230769,273,0.5776009096077317
1992,1145,6,22,494,1499,0.21428571428571427,-1005,0.24786753637732062
1992,1147,7,18,638,1399,0.28,-761,0.3132056946489936
1992,1148,7,21,627,1430,0.25,-803,0.3048128342245989
1992,1149,12,14,841,841,0.46153846153846156,0,0.5
1992,1150,21,8,1641,545,0.7241379310344828,1096,0.7506861848124429
1992,1151,20,7,1633,489,0.7407407407407407,1144,0.7695570216776626
1992,1152,5,20,457,1453,0.2,-996,0.23926701570680628
1992,1153,25,4,2007,284,0.8620689655172413,1723,0.876036665211698
1992,1154,7,18,518,1216,0.28,-698,0.29873125720876587
1992,1155,12,14,962,1007,0.46153846153846156,-45,0.48857287963433216
1992,1156,15,13,1112,833,0.5357142857142857,279,0.5717223650385604
1992,1157,8,19,540,1143,0.2962962962962963,-603,0.32085561497326204
1992,1158,15,8,1094,516,0.6521739130434783,578,0.6795031055900621
1992,1159,14,14,1087,896,0.5,191,0.5481593545133636
1992,1160,13,15,1017,977,0.4642857142857143,40,0.5100300902708125
1992,1161,11,17,796,996,0.39285714285714285,-200,0.44419642857142855
1992,1162,9,16,713,1047,0.36,-334,0.40511363636363634
1992,1163,19,9,1630,600,0.6785714285714286,1030,0.7309417040358744
1992,1164,14,13,1209,949,0.5185185185185185,260,0.5602409638554217
1992,1165,6,19,440,1248,0.24,-808,0.26066350710900477
1992,1166,9,19,570,1236,0.32142857142857145,-666,0.31561461794019935
1992,1168,12,16,1035,1086,0.42857142857142855,-51,0.48797736916548795
1992,1169,9,17,736,1065,0.34615384615384615,-329,0.40866185452526377
1992,1170,3,23,262,1660,0.11538461538461539,-1398,0.13631633714880334
1992,1171,9,16,575,816,0.36,-241,0.41337167505391803
1992,1172,8,17,520,1115,0.32,-595,0.3180428134556575
1992,1173,15,15,1191,959,0.5,232,0.553953488372093
1992,1174,25,3,2037,241,0.8928571428571429,1796,0.8942054433713784
1992,1175,11,15,940,1047,0.4230769230769231,-107,0.4730749874182184
1992,1177,20,8,1725,555,0.7142857142857143,1170,0.756578947368421
1992,1178,12,17,997,1272,0.41379310344827586,-275,0.43940061701189953
1992,1179,5,21,313,1223,0.19230769230769232,-910,0.20377604166666666
1992,1180,16,14,1221,949,0.5333333333333333,272,0.5626728110599079
1992,1181,28,2,2532,141,0.9333333333333333,2391,0.9472502805836139
1992,1182,12,15,1026,1065,0.4444444444444444,-39,0.49067431850789095
1992,1183,16,13,1147,825,0.5517241379310345,322,0.5816430020283976
1992,1184,16,13,1300,858,0.5517241379310345,442,0.6024096385542169
1992,1185,7,22,543,1420,0.2413793103448276,-877,0.2766174223127866
1992,1186,5,21,412,1389,0.19230769230769232,-977,0.22876179900055524
1992,1187,7,18,561,1199,0.28,-638,0.31875
1992,1190,21,5,1805,407,0.8076923076923077,1398,0.816003616636528
1992,1191,24,5,1961,359,0.8275862068965517,1602,0.8452586206896552
1992,1192,14,14,1095,846,0.5,249,0.5641421947449768
1992,1193,8,20,610,1300,0.2857142857142857,-690,0.3193717277486911
1992,1196,16,12,1155,755,0.5714285714285714,400,0.6047120418848168
1992,1197,14,13,1208,927,0.5185185185185185,281,0.565807962529274
1992,1198,7,17,561,1136,0.2916666666666667,-575,0.3305833824395993
1992,1199,19,9,1673,662,0.6785714285714286,1011,0.7164882226980728
1992,1200,18,12,1383,764,0.6,619,0.6441546343735445
1992,1201,15,16,1200,1091,0.4838709677419355,109,0.5237887385421214
1992,1202,15,10,1242,698,0.6,544,0.6402061855670103
1992,1203,16,12,1227,825,0.5714285714285714,402,0.597953216374269
1992,1204,21,5,1918,412,0.8076923076923077,1506,0.8231759656652361
1992,1206,6,21,440,1363,0.2222222222222222,-923,0.24403771491957849
1992,1207,17,9,1233,586,0.6538461538461539,647,0.6778449697636064
1992,1208,14,14,1133,984,0.5,149,0.5351913084553613
1992,1209,13,14,1042,1149,0.48148148148148145,-107,0.4755819260611593
1992,1210,21,11,1785,805,0.65625,980,0.6891891891891891
1992,1211,18,10,1335,671,0.6428571428571429,664,0.6655034895314058
1992,1212,4,21,390,1603,0.16,-1213,0.19568489713998996
1992,1216,6,21,415,1289,0.2222222222222222,-874,0.24354460093896713
1992,1217,6,19,407,1217,0.24,-810,0.25061576354679804
1992,1218,16,12,1230,763,0.5714285714285714,467,0.6171600602107375
1992,1220,20,9,1598,507,0.6896551724137931,1091,0.7591448931116389
1992,1221,17,11,1496,809,0.6071428571428571,687,0.6490238611713666
1992,1222,24,5,1926,322,0.8275862068965517,1604,0.8567615658362989
1992,1224,17,12,1259,774,0.5862068965517241,485,0.6192818494835219
1992,1225,16,13,1335,795,0.5517241379310345,540,0.6267605633802817
1992,1226,9,20,857,1490,0.3103448275862069,-633,0.36514699616531743
1992,1227,15,14,1217,998,0.5172413793103449,219,0.5494356659142212
1992,1228,13,15,1043,941,0.4642857142857143,102,0.5257056451612904
1992,1229,18,11,1211,699,0.6206896551724138,512,0.6340314136125654
1992,1231,23,6,1993,392,0.7931034482758621,1601,0.8356394129979036
1992,1232,13,15,854,843,0.4642857142857143,11,0.5032410135533294
1992,1233,14,15,1086,1062,0.4827586206896552,24,0.505586592178771
1992,1234,18,10,1550,714,0.6428571428571429,836,0.6846289752650176
1992,1235,17,12,1508,775,0.5862068965517241,733,0.6605343845816908
1992,1238,10,16,853,1171,0.38461538461538464,-318,0.4214426877470356
1992,1239,12,17,1027,1235,0.41379310344827586,-208,0.4540229885057471
1992,1241,21,10,1763,693,0.6774193548387096,1070,0.7178338762214984
1992,1242,24,4,2085,281,0.8571428571428571,1804,0.8812341504649197
1992,1243,13,13,1038,800,0.5,238,0.5647442872687704
1992,1245,8,19,561,1109,0.2962962962962963,-548,0.33592814371257484
1992,1246,26,6,2266,435,0.8125,1831,0.8389485375786746
